policy_id,customer_id,policy_start_date,policy_end_date,vehicle_make,vehicle_model,vehicle_year,vehicle_value,coverage_type,annual_premium,deductible,policy_status
POL001224,CUST001149,06/11/2022,31/05/2023,Vauxhall,Civic,2018,45794,Third Party Fire Theft,1553,500,Cancelled
POL001225,CUST000067,16/12/2023,13/10/2024,Nissan,Civic,2023,18923,Third Party,1382,750,Active
POL001226,CUST000006,28/04/2023,04/07/2022,Toyota,Corsa,2017,32703,Comprehensive,2443,1000,Expired
POL001227,CUST000637,11/12/2023,03/05/2023,Audi,Corsa,2012,23657,Comprehensive,1585,500,Active
POL001228,CUST000314,06/03/2022,08/09/2022,Honda,208,2012,8629,Third Party Fire Theft,653,1000,Active
POL001229,CUST000565,05/03/2022,04/10/2023,Vauxhall,Corolla,2010,7114,Third Party Fire Theft,1459,250,Active
POL001230,CUST000826,30/04/2021,06/11/2023,Volkswagen,C-Class,2023,39445,Comprehensive,2185,500,Active
POL001231,CUST000506,12/08/2021,09/03/2024,Peugeot,3 Series,2012,40862,Comprehensive,2118,250,Active
POL001232,CUST001106,20/12/2023,29/04/2023,Honda,Corsa,2023,30574,Third Party Fire Theft,1266,1000,Active
POL001233,CUST001026,29/06/2021,16/05/2024,Mercedes,Golf,2021,37349,Comprehensive,1469,1000,Expired
POL001234,CUST000204,18/09/2023,23/03/2023,Vauxhall,3 Series,2021,27257,Comprehensive,1847,750,Active
POL001235,CUST000662,12/08/2022,23/10/2022,BMW,3 Series,2021,40052,Comprehensive,2434,500,Expired
POL001236,CUST000805,25/05/2023,07/08/2022,Vauxhall,Corolla,2022,42820,Comprehensive,408,250,Active
POL001237,CUST000404,11/10/2022,25/12/2022,Nissan,Golf,2020,22973,Comprehensive,1668,750,Expired
POL001238,CUST001127,16/06/2022,15/03/2023,BMW,Golf,2010,30737,Third Party,2057,1000,Active
POL001239,CUST000536,13/12/2023,17/07/2023,Ford,Civic,2017,17047,Comprehensive,1293,1000,Active
POL001240,CUST000577,26/12/2022,19/06/2024,Peugeot,Corolla,2010,27113,Third Party Fire Theft,1817,750,Active
POL001241,CUST000763,23/09/2021,16/04/2024,Honda,Civic,2014,5694,Comprehensive,1656,250,Active
POL001242,CUST000117,14/10/2023,05/06/2023,Ford,Corolla,2018,20588,Third Party Fire Theft,1121,1000,Expired
POL001243,CUST000628,01/12/2023,25/04/2022,BMW,208,2016,25067,Comprehensive,1236,1000,Active
POL001244,CUST000749,17/10/2023,01/10/2024,Audi,Golf,2013,11704,Third Party Fire Theft,490,500,Active
POL001245,CUST000105,06/10/2023,28/12/2024,Vauxhall,3 Series,2020,45136,Comprehensive,2296,750,Expired
POL001246,CUST000495,04/01/2022,07/02/2024,Toyota,A4,2018,6971,Third Party,1232,1000,Active
POL001247,CUST000046,22/04/2022,20/08/2022,Mercedes,Corolla,2018,45823,Comprehensive,441,250,Expired
POL001248,CUST000823,18/08/2022,11/10/2023,Audi,Corolla,2011,16441,Comprehensive,2192,500,Active
POL001249,CUST000982,01/02/2022,17/05/2024,Audi,Qashqai,2019,36476,Comprehensive,865,750,Expired
POL001250,CUST000960,04/01/2021,30/08/2024,Mercedes,Civic,2019,19677,Comprehensive,1582,250,Active
POL001251,CUST000845,31/08/2021,20/05/2023,Nissan,Qashqai,2020,32818,Third Party,1762,1000,Cancelled
POL001252,CUST000449,19/02/2021,23/07/2023,Vauxhall,Qashqai,2021,6868,Comprehensive,1434,750,Active
POL001253,CUST000536,11/08/2023,24/10/2022,Honda,Civic,2015,23055,Comprehensive,1043,750,Active
POL001254,CUST000511,30/08/2021,14/01/2024,Ford,Qashqai,2013,6728,Comprehensive,972,250,Active
POL001255,CUST000540,01/03/2022,31/08/2024,Volkswagen,Qashqai,2017,12632,Comprehensive,830,750,Active
POL001256,CUST000016,30/04/2023,24/01/2024,Nissan,A4,2021,17043,Comprehensive,1613,250,Active
POL001257,CUST000243,28/04/2023,24/09/2023,Ford,Corolla,2020,11403,Third Party Fire Theft,861,1000,Active
POL001258,CUST000912,04/04/2021,13/02/2022,BMW,Corsa,2016,20732,Comprehensive,1833,500,Active
POL001259,CUST000761,15/11/2022,13/03/2022,Volkswagen,208,2016,23526,Comprehensive,601,250,Expired
POL001260,CUST000705,18/12/2022,22/04/2022,Toyota,Corolla,2020,14340,Comprehensive,484,500,Active
POL001261,CUST000115,11/03/2022,06/05/2023,Toyota,Qashqai,2019,43952,Comprehensive,809,750,Expired
POL001262,CUST000397,24/01/2021,03/06/2023,BMW,208,2018,27394,Third Party,1633,250,Active
POL001263,CUST000394,17/02/2022,27/02/2024,Vauxhall,A4,2022,38021,Third Party Fire Theft,1669,1000,Active
POL001264,CUST001099,31/07/2022,26/09/2023,BMW,Corsa,2014,9102,Third Party,1094,250,Expired
POL001265,CUST000978,06/06/2022,14/01/2024,Nissan,A4,2015,41310,Third Party,1823,250,Expired
POL001266,CUST001127,19/05/2021,07/09/2022,Toyota,Golf,2010,24159,Comprehensive,1060,250,Active
POL001267,CUST000297,23/09/2022,31/12/2024,Honda,Focus,2015,11212,Comprehensive,2494,500,Active
POL001268,CUST001002,07/09/2022,30/04/2023,Vauxhall,A4,2011,36824,Third Party,734,500,Active
POL001269,CUST000178,04/11/2023,25/06/2024,Toyota,Focus,2015,42405,Third Party Fire Theft,1842,750,Active
POL001270,CUST000967,26/10/2022,06/03/2024,Audi,Golf,2018,16525,Comprehensive,2338,750,Active
POL001271,CUST000315,13/01/2021,17/01/2022,BMW,Qashqai,2017,33760,Comprehensive,2006,750,Active
POL001272,CUST001063,22/08/2021,15/03/2024,Audi,Civic,2018,49239,Comprehensive,368,750,Active
POL001273,CUST000259,14/11/2022,08/06/2023,Mercedes,3 Series,2022,32457,Comprehensive,1929,250,Active
POL001274,CUST000007,01/12/2022,09/09/2023,Toyota,Corsa,2019,15532,Comprehensive,2204,500,Cancelled
POL001275,CUST000049,23/03/2023,04/07/2022,Honda,Focus,2017,18518,Third Party,853,500,Expired
POL001276,CUST000161,01/03/2021,28/04/2023,BMW,Golf,2012,11476,Third Party,2360,500,Active
POL001277,CUST000176,26/12/2021,02/09/2023,Peugeot,Golf,2017,24743,Third Party,1597,500,Active
POL001278,CUST001026,02/02/2022,07/03/2023,Peugeot,3 Series,2015,6004,Third Party Fire Theft,2398,750,Active
POL001279,CUST001001,08/11/2022,25/11/2022,Mercedes,C-Class,2022,48054,Comprehensive,799,250,Expired
POL001280,CUST000455,24/11/2022,17/06/2024,Peugeot,Civic,2015,42485,Comprehensive,1829,500,Active
POL001281,CUST000276,09/09/2023,12/10/2023,Audi,3 Series,2015,8271,Third Party Fire Theft,1811,1000,Active
POL001282,CUST000498,30/08/2023,12/04/2024,Nissan,Qashqai,2012,5209,Third Party Fire Theft,578,250,Active
POL001283,CUST000676,14/03/2021,11/03/2022,Honda,Corolla,2019,30463,Third Party Fire Theft,1382,1000,Active
POL001284,CUST001052,06/10/2021,16/07/2023,Mercedes,A4,2010,10539,Comprehensive,745,250,Active
POL001285,CUST001025,14/09/2023,14/06/2022,Audi,A4,2021,24977,Comprehensive,2460,250,Expired
POL001286,CUST000056,15/11/2021,03/10/2024,Ford,A4,2023,13606,Third Party Fire Theft,1135,250,Active
POL001287,CUST000547,02/08/2023,22/08/2024,BMW,Focus,2013,49384,Third Party,1054,1000,Active
POL001288,CUST001136,18/11/2022,25/04/2024,Honda,3 Series,2019,39052,Comprehensive,2145,500,Active
POL001289,CUST000036,06/08/2023,13/11/2023,Vauxhall,Corsa,2021,8148,Comprehensive,1892,500,Active
POL001290,CUST000439,28/04/2023,15/05/2024,Toyota,3 Series,2015,38536,Third Party Fire Theft,1812,1000,Active
POL001291,CUST000595,25/04/2021,25/07/2022,Peugeot,Corolla,2020,10607,Comprehensive,1730,500,Active
POL001292,CUST000307,04/12/2023,25/11/2022,Audi,Focus,2021,24586,Comprehensive,1383,750,Active
POL001293,CUST000619,06/09/2022,19/06/2023,Nissan,Corolla,2019,34250,Third Party Fire Theft,1890,500,Cancelled
POL001294,CUST001133,09/10/2022,02/11/2024,Volkswagen,Golf,2011,23594,Third Party Fire Theft,2208,750,Cancelled
POL001295,CUST000357,08/02/2021,16/05/2022,Peugeot,Focus,2016,12399,Third Party Fire Theft,1322,750,Active
POL001296,CUST000181,03/03/2022,22/12/2023,Honda,Corsa,2016,30117,Comprehensive,1861,750,Expired
POL001297,CUST000068,11/11/2022,11/05/2024,Honda,208,2020,38126,Comprehensive,476,1000,Cancelled
POL001298,CUST000292,26/12/2022,01/11/2023,Honda,Corsa,2013,38617,Comprehensive,1146,500,Active
POL001299,CUST000692,16/05/2021,17/07/2024,Peugeot,Civic,2013,12498,Comprehensive,1548,500,Active
POL001300,CUST000181,02/11/2021,26/02/2022,Ford,208,2010,42290,Comprehensive,1900,1000,Active
POL001301,CUST000434,29/07/2022,17/04/2022,Vauxhall,3 Series,2022,14628,Comprehensive,1904,1000,Active
POL001302,CUST000914,05/03/2021,12/01/2023,Mercedes,Focus,2011,5329,Comprehensive,2275,500,Expired
POL001303,CUST000066,26/11/2022,27/06/2024,Honda,3 Series,2018,43619,Third Party Fire Theft,2356,1000,Active
POL001304,CUST001045,08/02/2023,06/10/2022,Volkswagen,Golf,2019,12032,Comprehensive,535,1000,Active
POL001305,CUST000384,31/12/2023,07/01/2022,Mercedes,3 Series,2017,43034,Comprehensive,1009,750,Active
POL001306,CUST000039,06/12/2021,31/03/2024,Toyota,Corsa,2017,42122,Comprehensive,1093,1000,Active
POL001307,CUST000822,09/03/2023,14/02/2023,Peugeot,A4,2018,25622,Third Party Fire Theft,2234,750,Active
POL001308,CUST000602,19/01/2022,18/09/2023,BMW,Corsa,2016,33584,Comprehensive,1969,250,Active
POL001309,CUST000785,28/08/2021,05/10/2023,Toyota,Focus,2022,9722,Comprehensive,326,750,Active
POL001310,CUST000671,24/09/2022,18/06/2022,Audi,208,2018,22772,Third Party Fire Theft,1526,750,Expired
POL001311,CUST001097,07/10/2022,15/08/2022,BMW,Corolla,2019,25569,Comprehensive,384,1000,Expired
POL001312,CUST000479,06/03/2021,20/11/2022,Peugeot,3 Series,2021,46679,Third Party Fire Theft,2155,500,Expired
POL001313,CUST000561,11/07/2022,27/05/2023,Toyota,3 Series,2011,8235,Comprehensive,1422,250,Expired
POL001314,CUST000101,28/04/2023,23/11/2024,Honda,Civic,2015,9576,Comprehensive,1513,250,Expired
POL001315,CUST000514,27/06/2021,24/09/2022,Toyota,3 Series,2012,31707,Comprehensive,311,250,Active
POL001316,CUST000176,15/10/2023,20/04/2024,BMW,Qashqai,2020,38868,Third Party,1312,500,Active
POL001317,CUST000238,02/05/2022,17/10/2023,Peugeot,C-Class,2015,46632,Third Party,2048,250,Active
POL001318,CUST000910,01/02/2023,13/07/2024,Vauxhall,Civic,2012,46476,Comprehensive,2176,250,Active
POL001319,CUST001083,15/07/2023,06/09/2024,Toyota,Corolla,2017,35285,Third Party Fire Theft,1617,500,Active
POL001320,CUST001123,12/09/2022,01/10/2022,Ford,Golf,2020,29154,Comprehensive,1683,250,Expired
POL001321,CUST000871,19/03/2022,18/06/2023,Audi,Civic,2022,25054,Third Party,1978,1000,Active
POL001322,CUST000495,12/12/2023,22/12/2022,BMW,Focus,2013,22165,Comprehensive,479,1000,Active
POL001323,CUST000947,12/09/2022,02/11/2023,Mercedes,C-Class,2021,19439,Comprehensive,1096,750,Active
POL001324,CUST000755,25/12/2021,01/08/2023,Nissan,Corsa,2019,49518,Third Party,1767,750,Active
POL001325,CUST000211,18/08/2021,11/02/2023,Mercedes,3 Series,2015,27515,Comprehensive,2324,750,Cancelled
POL001326,CUST001147,06/02/2023,22/06/2022,Vauxhall,Focus,2018,31962,Comprehensive,1186,1000,Active
POL001327,CUST000140,18/03/2021,28/04/2024,Audi,Focus,2011,47549,Comprehensive,1489,1000,Active
POL001328,CUST000541,18/02/2022,23/01/2024,Honda,208,2011,42763,Third Party Fire Theft,1975,1000,Active
POL001329,CUST000270,09/07/2021,08/01/2023,Toyota,3 Series,2016,49754,Comprehensive,1819,750,Expired
POL001330,CUST001036,28/06/2023,16/03/2024,Nissan,Qashqai,2011,24464,Third Party Fire Theft,1070,750,Active
POL001331,CUST000506,03/11/2023,12/02/2024,Vauxhall,3 Series,2011,47036,Third Party Fire Theft,1578,750,Active
POL001332,CUST001130,21/02/2021,05/04/2023,Volkswagen,Focus,2013,35413,Third Party Fire Theft,1258,750,Expired
POL001333,CUST000032,16/09/2023,12/02/2022,Vauxhall,Corolla,2018,38270,Comprehensive,1216,750,Active
POL001334,CUST001098,22/10/2023,17/02/2022,Vauxhall,Corolla,2017,47299,Third Party,2370,750,Active
POL001335,CUST001195,12/11/2021,14/04/2023,Nissan,Civic,2011,25269,Comprehensive,2081,1000,Active
POL001336,CUST001093,25/01/2022,02/07/2022,Volkswagen,Qashqai,2017,36541,Third Party Fire Theft,638,500,Expired
POL001337,CUST000813,28/11/2022,05/08/2024,Toyota,C-Class,2013,13009,Third Party Fire Theft,1816,500,Active
POL001338,CUST000362,18/09/2023,11/02/2023,Honda,208,2011,22007,Third Party Fire Theft,1695,750,Active
POL001339,CUST000929,09/12/2023,21/06/2023,BMW,Qashqai,2020,31462,Third Party Fire Theft,1214,500,Active
POL001340,CUST000100,28/09/2022,12/12/2022,Mercedes,C-Class,2019,16542,Comprehensive,2153,500,Active
POL001341,CUST000009,02/11/2022,12/04/2022,Audi,A4,2016,22434,Third Party Fire Theft,774,1000,Active
POL001342,CUST000697,21/10/2021,01/04/2024,Nissan,Corolla,2015,34765,Third Party,1746,750,Active
POL001343,CUST001053,21/07/2021,28/05/2024,Ford,3 Series,2023,28769,Third Party Fire Theft,1679,750,Active
POL001344,CUST001138,24/11/2023,17/06/2023,Honda,C-Class,2019,27465,Third Party Fire Theft,1783,500,Active
POL001345,CUST000462,29/09/2021,02/11/2022,Ford,Corsa,2014,26868,Third Party,2374,750,Active
POL001346,CUST000921,25/02/2022,02/07/2022,Vauxhall,Qashqai,2020,25156,Comprehensive,1100,750,Active
POL001347,CUST001167,16/03/2021,24/01/2024,Honda,Corolla,2010,25300,Comprehensive,1546,750,Active
POL001348,CUST000390,30/07/2023,15/12/2022,Toyota,3 Series,2011,18435,Comprehensive,1163,750,Active
POL001349,CUST000632,05/03/2023,29/08/2022,Volkswagen,A4,2017,9114,Comprehensive,1471,500,Active
POL001350,CUST000682,06/12/2023,29/01/2022,Toyota,Corolla,2010,41135,Comprehensive,1038,250,Cancelled
POL001351,CUST000157,26/08/2021,12/12/2024,Audi,208,2012,13095,Comprehensive,1674,500,Active
POL001352,CUST000335,09/01/2021,10/06/2024,Toyota,Focus,2011,42909,Third Party,1281,1000,Active
POL001353,CUST000260,29/09/2022,18/07/2024,Ford,A4,2014,8951,Third Party,2388,250,Active
POL001354,CUST000082,01/04/2021,09/10/2024,Ford,Corolla,2013,26468,Third Party,1311,250,Active
POL001355,CUST000754,28/06/2021,31/08/2022,Mercedes,3 Series,2022,32073,Third Party,2426,250,Expired
POL001356,CUST001196,14/11/2022,05/04/2023,Vauxhall,Qashqai,2016,39341,Third Party,1016,500,Active
POL001357,CUST000720,15/08/2023,21/02/2023,BMW,208,2014,7768,Comprehensive,2107,1000,Active
POL001358,CUST000075,05/04/2021,26/01/2023,Volkswagen,Corsa,2017,43070,Third Party Fire Theft,1773,500,Active
POL001359,CUST000626,31/07/2021,30/06/2023,Honda,Civic,2013,38979,Comprehensive,1465,1000,Active
POL001360,CUST000062,03/12/2023,13/08/2023,Honda,Civic,2021,30351,Third Party Fire Theft,909,500,Active
POL001361,CUST000874,02/10/2022,09/10/2024,Honda,Golf,2015,20445,Third Party Fire Theft,2483,500,Active
POL001362,CUST000320,16/02/2021,22/02/2024,Vauxhall,Corolla,2013,6160,Comprehensive,2112,500,Expired
POL001363,CUST000102,02/10/2022,24/09/2022,Vauxhall,Corolla,2011,27361,Comprehensive,1635,250,Expired
POL001364,CUST000874,06/03/2022,02/06/2024,Nissan,3 Series,2010,12041,Third Party Fire Theft,854,500,Active
POL001365,CUST000954,20/10/2022,28/02/2023,Audi,Focus,2023,23767,Comprehensive,1955,1000,Active
POL001366,CUST000255,15/02/2022,18/03/2023,Honda,Golf,2023,15846,Comprehensive,2055,1000,Expired
POL001367,CUST000570,30/01/2022,03/08/2023,BMW,Corolla,2010,43644,Third Party Fire Theft,345,1000,Active
POL001368,CUST000112,10/08/2022,23/01/2023,Honda,A4,2017,24924,Third Party Fire Theft,1559,250,Active
POL001369,CUST000985,21/07/2022,06/05/2024,Mercedes,C-Class,2023,18882,Comprehensive,1371,500,Expired
POL001370,CUST000998,27/12/2023,05/01/2023,BMW,Corsa,2013,19738,Comprehensive,2431,500,Active
POL001371,CUST000461,16/10/2022,16/04/2024,BMW,Corsa,2014,26019,Third Party,842,750,Active
POL001372,CUST000708,23/06/2023,26/10/2022,Ford,Corsa,2020,6095,Comprehensive,1751,250,Active
POL001373,CUST000887,29/08/2021,28/02/2022,Peugeot,Golf,2017,43669,Third Party Fire Theft,2418,1000,Active
POL001374,CUST001116,13/07/2022,18/08/2023,Vauxhall,208,2021,45983,Comprehensive,2292,1000,Cancelled
POL001375,CUST001076,02/11/2021,21/06/2023,BMW,Golf,2016,19123,Third Party,1212,500,Active
POL001376,CUST000520,19/11/2021,28/04/2023,Mercedes,Focus,2022,33132,Comprehensive,1368,1000,Cancelled
POL001377,CUST000812,15/07/2022,12/07/2024,Vauxhall,A4,2017,6079,Comprehensive,1111,500,Active
POL001378,CUST001122,23/08/2021,24/05/2023,Nissan,C-Class,2022,34657,Third Party Fire Theft,1788,500,Active
POL001379,CUST000236,01/02/2021,28/01/2024,Toyota,3 Series,2017,37375,Third Party,2208,750,Active
POL001380,CUST000927,19/11/2023,27/07/2024,BMW,Qashqai,2015,29754,Comprehensive,1873,250,Active
POL001381,CUST000557,29/07/2021,25/06/2022,Vauxhall,Corsa,2019,36153,Comprehensive,1166,500,Active
POL001382,CUST000649,28/02/2022,22/01/2022,Ford,Corsa,2011,23344,Third Party Fire Theft,2066,500,Active
POL001383,CUST000234,19/12/2022,18/08/2024,Mercedes,A4,2015,39241,Third Party Fire Theft,879,500,Expired
POL001384,CUST001056,15/10/2022,30/09/2022,BMW,208,2023,42656,Comprehensive,1742,750,Cancelled
POL001385,CUST000579,10/07/2022,25/10/2023,Honda,Focus,2010,9979,Comprehensive,997,500,Active
POL001386,CUST000542,17/10/2021,25/03/2024,Volkswagen,C-Class,2010,6212,Third Party,2276,250,Active
POL001387,CUST000114,04/08/2022,11/03/2023,BMW,A4,2020,14001,Comprehensive,1025,250,Expired
POL001388,CUST000204,17/05/2022,25/02/2024,Audi,Qashqai,2012,18248,Comprehensive,585,1000,Active
POL001389,CUST001053,17/12/2021,16/05/2024,Ford,A4,2012,38187,Third Party Fire Theft,2191,250,Active
POL001390,CUST000643,26/05/2021,09/06/2023,Nissan,Focus,2020,20608,Third Party Fire Theft,869,1000,Cancelled
POL001391,CUST000474,30/09/2022,30/05/2022,Audi,A4,2022,41427,Third Party Fire Theft,2264,250,Active
POL001392,CUST000697,25/11/2022,15/07/2022,Honda,C-Class,2014,36368,Comprehensive,1813,1000,Active
POL001393,CUST000253,28/06/2023,01/05/2022,Ford,Corsa,2010,10283,Comprehensive,797,500,Active
POL001394,CUST000905,14/04/2021,17/04/2022,Nissan,208,2019,30854,Comprehensive,2217,750,Active
POL001395,CUST000386,24/09/2021,13/11/2023,Vauxhall,208,2015,15715,Third Party Fire Theft,1004,750,Active
POL001396,CUST000062,01/03/2021,26/04/2023,Toyota,Focus,2016,21165,Third Party Fire Theft,1656,750,Active
POL001397,CUST000515,23/08/2023,22/08/2024,Mercedes,208,2019,39108,Comprehensive,861,500,Cancelled
POL001398,CUST000430,14/04/2021,27/12/2023,Honda,Civic,2021,31797,Third Party Fire Theft,2298,750,Active
POL001399,CUST000580,05/08/2021,04/04/2022,Ford,Focus,2022,15584,Comprehensive,331,250,Active
POL001400,CUST001165,25/02/2023,11/01/2022,Peugeot,Focus,2020,19780,Comprehensive,342,1000,Active
POL001401,CUST000743,21/04/2021,04/06/2023,Ford,Golf,2012,42905,Third Party Fire Theft,2216,500,Expired
POL001402,CUST000675,26/06/2021,30/10/2024,Ford,Corsa,2013,26573,Third Party Fire Theft,1674,750,Cancelled
POL001403,CUST000311,24/05/2023,20/02/2024,Toyota,C-Class,2019,38359,Third Party,2145,250,Expired
POL001404,CUST000471,14/03/2023,12/09/2023,Audi,Focus,2020,5526,Third Party,858,250,Active
POL001405,CUST000809,02/01/2022,19/03/2024,Audi,Golf,2019,12855,Comprehensive,1736,500,Cancelled
POL001406,CUST000172,03/07/2023,30/01/2024,Volkswagen,C-Class,2023,48463,Third Party Fire Theft,1242,500,Active
POL001407,CUST000576,30/12/2022,28/09/2022,Audi,Corolla,2021,39060,Third Party,1898,750,Active
POL001408,CUST000031,02/10/2022,26/03/2022,Audi,Qashqai,2019,34482,Comprehensive,1670,1000,Active
POL001409,CUST000047,12/11/2022,03/01/2023,Vauxhall,A4,2023,21571,Third Party,2228,750,Active
POL001410,CUST000130,10/02/2022,18/06/2023,Ford,Golf,2019,36740,Comprehensive,1936,750,Expired
POL001411,CUST000352,29/12/2023,14/12/2022,Toyota,Corolla,2019,24142,Third Party Fire Theft,2384,500,Active
POL001412,CUST000978,10/06/2021,28/10/2024,Ford,Golf,2012,30104,Third Party,391,750,Active
POL001413,CUST000058,12/08/2023,06/10/2024,Ford,3 Series,2010,13625,Third Party Fire Theft,2143,750,Active
POL001414,CUST001130,27/09/2021,26/11/2023,Volkswagen,Corsa,2017,44199,Third Party,484,1000,Active
POL001415,CUST000812,10/07/2021,16/08/2024,Audi,Golf,2022,20926,Comprehensive,1027,250,Active
POL001416,CUST000768,18/08/2023,28/09/2022,Vauxhall,Corolla,2019,36218,Comprehensive,1351,250,Active
POL001417,CUST000683,19/07/2021,03/07/2022,Audi,Qashqai,2019,49472,Third Party,1871,1000,Active
POL001418,CUST001186,23/07/2023,12/10/2023,Vauxhall,Corsa,2011,31380,Third Party Fire Theft,1131,250,Active
POL001419,CUST000997,28/09/2022,22/12/2024,BMW,Qashqai,2010,25566,Third Party Fire Theft,644,750,Expired
POL001420,CUST000286,12/08/2023,05/06/2024,BMW,3 Series,2023,38205,Third Party,1742,1000,Cancelled
POL001421,CUST001095,22/08/2023,18/10/2022,Ford,Focus,2017,48548,Third Party Fire Theft,1519,1000,Cancelled
POL001422,CUST000886,20/04/2022,18/06/2023,Toyota,208,2016,34717,Comprehensive,2425,500,Expired
POL001423,CUST000397,04/04/2022,28/08/2022,Nissan,Corolla,2016,46756,Comprehensive,466,250,Active
POL001424,CUST000026,22/10/2021,04/10/2023,Vauxhall,Civic,2013,30135,Third Party Fire Theft,563,500,Expired
POL001425,CUST000313,13/06/2022,01/04/2022,Volkswagen,208,2020,33164,Comprehensive,1795,750,Active
POL001426,CUST000126,15/01/2023,19/09/2022,Volkswagen,Focus,2018,13953,Comprehensive,1531,1000,Expired
POL001427,CUST000811,14/03/2023,19/10/2024,Nissan,C-Class,2015,43562,Third Party Fire Theft,1586,750,Active
POL001428,CUST000188,11/01/2022,30/07/2023,Audi,3 Series,2011,8574,Comprehensive,1829,250,Expired
POL001429,CUST000698,08/11/2022,09/01/2024,Peugeot,3 Series,2023,25169,Comprehensive,2108,500,Active
POL001430,CUST000810,28/10/2022,30/05/2024,Audi,Civic,2010,26604,Third Party Fire Theft,2177,250,Active
POL001431,CUST000716,18/07/2023,03/08/2023,Nissan,Corsa,2010,29134,Comprehensive,2049,750,Active
POL001432,CUST000450,26/09/2023,24/06/2023,Toyota,Corsa,2018,28202,Third Party Fire Theft,2209,500,Active
POL001433,CUST000523,03/03/2021,25/06/2023,Toyota,A4,2013,5684,Third Party Fire Theft,1635,250,Cancelled
POL001434,CUST000986,14/05/2021,24/11/2024,Vauxhall,A4,2014,42001,Comprehensive,1497,750,Active
POL001435,CUST000658,01/09/2023,04/10/2023,Audi,3 Series,2012,13007,Third Party Fire Theft,1067,250,Active
POL001436,CUST000597,20/08/2021,11/06/2024,Audi,3 Series,2013,40096,Third Party Fire Theft,400,1000,Cancelled
POL001437,CUST000100,21/12/2022,04/12/2022,Vauxhall,Qashqai,2021,46787,Third Party,2032,500,Active
POL001438,CUST000616,08/09/2023,09/10/2023,Volkswagen,Qashqai,2017,14255,Comprehensive,2219,500,Active
POL001439,CUST000948,03/08/2023,03/10/2024,Volkswagen,208,2022,37262,Comprehensive,1671,500,Active
POL001440,CUST000556,16/12/2021,06/11/2022,BMW,Qashqai,2013,23093,Comprehensive,404,1000,Active
POL001441,CUST000278,02/08/2022,20/06/2024,Ford,Golf,2018,10782,Comprehensive,993,500,Expired
POL001442,CUST000491,15/12/2022,19/04/2022,Toyota,Civic,2018,6234,Third Party Fire Theft,1990,1000,Expired
POL001443,CUST000255,18/09/2021,22/01/2023,Volkswagen,3 Series,2015,42973,Third Party Fire Theft,1610,500,Cancelled
POL001444,CUST000381,07/11/2023,01/11/2022,Ford,Golf,2011,39188,Comprehensive,1370,250,Active
POL001445,CUST000892,30/07/2021,22/04/2022,Toyota,C-Class,2021,36996,Comprehensive,1366,250,Active
POL001446,CUST000542,11/04/2023,16/04/2023,Audi,Golf,2019,34204,Third Party Fire Theft,1117,250,Active
POL001447,CUST000825,08/08/2021,11/01/2023,Honda,208,2020,22152,Third Party,1836,250,Expired
POL001448,CUST000879,30/10/2022,15/03/2022,Audi,Corolla,2016,47364,Comprehensive,2491,1000,Active
POL001449,CUST001139,26/05/2021,21/08/2024,Vauxhall,Focus,2018,30019,Comprehensive,1189,750,Active
POL001450,CUST000281,11/09/2022,17/06/2023,Mercedes,Corolla,2015,24488,Comprehensive,2177,750,Active
POL001451,CUST000773,28/12/2023,01/12/2022,Peugeot,A4,2012,42123,Third Party Fire Theft,2173,250,Active
POL001452,CUST000843,03/08/2023,14/08/2024,Volkswagen,A4,2023,24689,Comprehensive,1089,750,Expired
POL001453,CUST000719,01/04/2023,12/06/2024,Ford,208,2016,33506,Comprehensive,852,750,Active
POL001454,CUST000328,27/04/2023,26/08/2022,Vauxhall,208,2014,22715,Comprehensive,1143,500,Active
POL001455,CUST000211,04/05/2022,10/10/2024,Audi,Corsa,2010,46029,Comprehensive,958,1000,Active
POL001456,CUST000727,15/05/2022,25/03/2022,Toyota,3 Series,2012,18765,Comprehensive,1318,250,Expired
POL001457,CUST000923,22/11/2021,23/06/2024,Mercedes,208,2014,26942,Comprehensive,2253,750,Active
POL001458,CUST000552,15/09/2023,01/01/2024,Peugeot,Civic,2016,43712,Comprehensive,1490,750,Active
POL001459,CUST000026,26/02/2023,20/09/2024,Honda,Corsa,2012,44894,Comprehensive,1050,250,Active
POL001460,CUST000027,16/05/2021,26/07/2024,Vauxhall,Focus,2015,43031,Comprehensive,1074,500,Active
POL001461,CUST000702,29/11/2022,06/10/2024,Nissan,3 Series,2014,25478,Third Party Fire Theft,1680,250,Expired
POL001462,CUST001107,03/03/2022,19/08/2022,Peugeot,C-Class,2022,27551,Comprehensive,991,500,Active
POL001463,CUST000682,02/06/2023,31/10/2022,BMW,Qashqai,2010,33072,Comprehensive,1018,750,Cancelled
POL001464,CUST000413,11/06/2023,11/09/2022,Mercedes,Corsa,2019,40561,Comprehensive,533,1000,Active
POL001465,CUST000167,02/12/2022,17/12/2023,Vauxhall,Civic,2015,7892,Third Party Fire Theft,2371,500,Expired
POL001466,CUST000169,29/04/2022,11/07/2022,Peugeot,Corsa,2023,38966,Comprehensive,1704,500,Expired
POL001467,CUST000229,21/12/2021,22/02/2023,Volkswagen,Civic,2017,29395,Third Party Fire Theft,1305,250,Active
POL001468,CUST000367,09/06/2021,05/08/2023,Toyota,Golf,2022,23756,Comprehensive,1669,750,Active
